MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
32,32,32,8,8,32,16,2,1,2,1,1,1,0,45.74,45.86,45.65,45.57
32,32,32,8,8,32,16,2,1,2,1,1,1,1,37.02,37.15,36.92,36.98
32,32,32,8,8,32,16,8,1,1,0,0,0,0,52.12,52.21,52.12,51.86
32,32,32,8,8,32,16,8,1,1,0,0,0,1,49.96,50.02,50.02,50.02
32,32,32,8,8,32,16,8,1,1,0,0,1,0,51.75,51.82,52.08,52.18
32,32,32,8,8,32,16,8,1,1,0,0,1,1,46.71,46.83,46.68,46.77
32,32,32,8,8,32,16,8,1,1,0,1,0,0,47.15,46.99,47.09,47.07
32,32,32,8,8,32,16,8,1,1,0,1,0,1,49.26,48.93,49.21,49.33
32,32,32,8,8,32,16,8,1,1,0,1,1,0,46.23,46.37,46.3,46.32
32,32,32,8,8,32,16,8,1,1,0,1,1,1,51.35,51.47,51.47,51.41
32,32,32,8,8,32,16,8,1,1,1,0,0,0,47.5,47.04,47.29,47.33
32,32,32,8,8,32,16,8,1,1,1,0,0,1,52.13,52.14,52.03,52.17
32,32,32,8,8,32,16,8,1,1,1,0,1,0,52.36,52.44,52.4,52.43
32,32,32,8,8,32,16,8,1,1,1,0,1,1,49.6,49.72,49.58,49.57
32,32,32,8,8,32,16,8,1,1,1,1,0,0,49.46,49,49.39,49.34
32,32,32,8,8,32,16,8,1,1,1,1,0,1,46.89,47.16,46.97,46.78
32,32,32,8,8,32,16,8,1,1,1,1,1,0,49.66,49.83,49.84,49.66
32,32,32,8,8,32,16,8,1,1,1,1,1,1,50.23,50.27,50.35,50.23
32,32,32,8,8,32,16,8,1,2,0,0,0,0,43.83,43.85,43.91,43.84
32,32,32,8,8,32,16,8,1,2,0,0,0,1,49.65,49.57,49.54,49.54
32,32,32,8,8,32,16,8,1,2,0,0,1,0,40.76,40.84,40.84,40.85
32,32,32,8,8,32,16,8,1,2,0,0,1,1,38.35,38.34,38.11,38.36
32,32,32,8,8,32,16,8,1,2,0,1,0,0,41.1,41.09,41.14,41.19
32,32,32,8,8,32,16,8,1,2,0,1,0,1,49.28,49.35,49.29,49.45
32,32,32,8,8,32,16,8,1,2,0,1,1,0,43.65,43.81,43.59,43.66
32,32,32,8,8,32,16,8,1,2,0,1,1,1,38.6,38.74,38.65,38.64
32,32,32,8,8,32,16,8,1,2,1,0,0,0,40.79,40.75,40.9,40.76
32,32,32,8,8,32,16,8,1,2,1,0,0,1,48.37,48.4,48.35,48.3
32,32,32,8,8,32,16,8,1,2,1,0,1,0,47.36,47.51,47.47,47.43
32,32,32,8,8,32,16,8,1,2,1,0,1,1,40.45,40.52,40.45,40.43
32,32,32,8,8,32,16,8,1,2,1,1,0,0,40.8,40.67,40.75,40.76
32,32,32,8,8,32,16,8,1,2,1,1,0,1,47.88,47.96,47.49,47.79
32,32,32,8,8,32,16,8,1,2,1,1,1,0,46.4,46.48,46.36,46.41
32,32,32,8,8,32,16,8,1,2,1,1,1,1,39.64,39.7,39.69,39.78
32,32,32,8,8,32,32,2,1,1,0,0,0,0,52.7,52.67,52.68,52.76
32,32,32,8,8,32,32,2,1,1,0,0,0,1,45.76,45.78,45.72,45.75
32,32,32,8,8,32,32,2,1,1,0,0,1,0,40.77,40.57,40.6,40.99
32,32,32,8,8,32,32,2,1,1,0,0,1,1,44.63,44.59,44.65,44.68
32,32,32,8,8,32,32,2,1,1,0,1,0,0,53.09,52.98,53.08,53.09
32,32,32,8,8,32,32,2,1,1,0,1,0,1,45.67,45.85,45.85,45.85
32,32,32,8,8,32,32,2,1,1,0,1,1,0,45.17,45.25,45.21,45.19
32,32,32,8,8,32,32,2,1,1,0,1,1,1,44.14,44.08,44.08,44.09
32,32,32,8,8,32,32,2,1,1,1,0,0,0,50.18,50.31,50.22,50.31
32,32,32,8,8,32,32,2,1,1,1,0,0,1,45.03,45.13,44.95,44.87
32,32,32,8,8,32,32,2,1,1,1,0,1,0,43.95,44.09,44.11,43.95
32,32,32,8,8,32,32,2,1,1,1,0,1,1,41.93,41.96,42.01,42
32,32,32,8,8,32,32,2,1,1,1,1,0,0,57.27,56.86,57.05,57.07
32,32,32,8,8,32,32,2,1,1,1,1,0,1,50.68,50.79,50.8,51.09
32,32,32,8,8,32,32,2,1,1,1,1,1,0,46.28,46.36,46.16,46.21
32,32,32,8,8,32,32,2,1,1,1,1,1,1,44.31,44.4,44.35,44.42
32,32,32,8,8,32,32,8,1,1,0,0,0,0,52.23,51.83,52.21,52.15
32,32,32,8,8,32,32,8,1,1,0,0,0,1,46.2,46.32,46.26,46.27
32,32,32,8,8,32,32,8,1,1,0,0,1,0,52.06,52.11,51.8,51.62
32,32,32,8,8,32,32,8,1,1,0,0,1,1,41.07,41.06,41.06,41.19
32,32,32,8,8,32,32,8,1,1,0,1,0,0,47.08,46.97,47.12,47.08
32,32,32,8,8,32,32,8,1,1,0,1,0,1,46.32,46.42,46.48,46.41
32,32,32,8,8,32,32,8,1,1,0,1,1,0,46.24,46.33,46.23,46.39
32,32,32,8,8,32,32,8,1,1,0,1,1,1,43.25,43.27,43.22,43.25
32,32,32,8,8,32,32,8,1,1,1,0,0,0,47.32,47.67,47.44,47.19
32,32,32,8,8,32,32,8,1,1,1,0,0,1,45.94,45.8,45.25,46.08
32,32,32,8,8,32,32,8,1,1,1,0,1,0,52.34,52.49,52.36,52.42
32,32,32,8,8,32,32,8,1,1,1,0,1,1,41.7,41.73,41.69,41.65
32,32,32,8,8,32,32,8,1,1,1,1,0,0,49.63,49.03,49.39,49.34
32,32,32,8,8,32,32,8,1,1,1,1,0,1,46.7,46.86,46.84,46.82
32,32,32,8,8,32,32,8,1,1,1,1,1,0,49.63,49.85,49.63,49.74
32,32,32,8,8,32,32,8,1,1,1,1,1,1,44.31,44.21,44.28,44.32
32,32,32,8,16,8,8,2,1,1,0,0,0,0,76.62,76.65,76.73,76.61
32,32,32,8,16,8,8,2,1,1,0,0,0,1,89.22,89.11,89.05,89.22
32,32,32,8,16,8,8,2,1,1,0,0,1,0,50.62,50.49,50.61,50.58
32,32,32,8,16,8,8,2,1,1,0,0,1,1,67.96,67.66,66.32,66.12
32,32,32,8,16,8,8,2,1,1,0,1,0,0,77.13,77.18,77.13,77.13
32,32,32,8,16,8,8,2,1,1,0,1,0,1,78.47,78.48,78.51,78.58
32,32,32,8,16,8,8,2,1,1,0,1,1,0,50.3,50.17,50.15,50.13
32,32,32,8,16,8,8,2,1,1,0,1,1,1,60.73,60.72,60.9,60.6
32,32,32,8,16,8,8,2,1,1,1,0,0,0,75.36,75.1,75.23,75.03
32,32,32,8,16,8,8,2,1,1,1,0,0,1,67.42,67.38,67.27,67.3
32,32,32,8,16,8,8,2,1,1,1,0,1,0,54.56,54.67,54.63,54.65
32,32,32,8,16,8,8,2,1,1,1,0,1,1,64.79,64.53,64.48,65.02
32,32,32,8,16,8,8,2,1,1,1,1,0,0,77.23,77.11,76.91,77
32,32,32,8,16,8,8,2,1,1,1,1,0,1,69.13,69.14,68.98,69.12
32,32,32,8,16,8,8,2,1,1,1,1,1,0,55.79,55.75,55.8,55.74
32,32,32,8,16,8,8,2,1,1,1,1,1,1,59.32,59.45,59.24,59.31
32,32,32,8,16,8,8,2,1,2,0,0,0,0,72.3,72.45,72.26,72.4
32,32,32,8,16,8,8,2,1,2,0,0,0,1,79.45,79.48,79.47,79.4
32,32,32,8,16,8,8,2,1,2,0,0,1,0,46.82,46.89,46.81,46.78
32,32,32,8,16,8,8,2,1,2,0,0,1,1,53.25,53.31,53.11,51.87
32,32,32,8,16,8,8,2,1,2,0,1,0,0,72.36,72.39,72.28,72.32
32,32,32,8,16,8,8,2,1,2,0,1,0,1,75.24,75.3,75.23,75.32
32,32,32,8,16,8,8,2,1,2,0,1,1,0,46.58,46.45,46.48,46.51
32,32,32,8,16,8,8,2,1,2,0,1,1,1,49.08,48.86,49.05,49.64
32,32,32,8,16,8,8,2,1,2,1,0,0,0,65.3,65.33,65.34,65.4
32,32,32,8,16,8,8,2,1,2,1,0,0,1,59.25,59.34,59.33,59.31
32,32,32,8,16,8,8,2,1,2,1,0,1,0,49.85,49.9,49.91,49.84
32,32,32,8,16,8,8,2,1,2,1,0,1,1,52.58,53.04,53.02,52.99
32,32,32,8,16,8,8,2,1,2,1,1,0,0,65.34,65.25,65.24,64.79
32,32,32,8,16,8,8,2,1,2,1,1,0,1,59.41,59.38,59.47,57.59
32,32,32,8,16,8,8,2,1,2,1,1,1,0,51.25,51.15,51.12,49.33
32,32,32,8,16,8,8,2,1,2,1,1,1,1,48.61,48.59,48.64,46.97
32,32,32,8,16,8,8,2,2,1,0,0,0,0,73.35,73.71,73.38,70.94
32,32,32,8,16,8,8,2,2,1,0,0,0,1,60.71,60.71,60.74,58.59
32,32,32,8,16,8,8,2,2,1,0,0,1,0,39.1,39.14,39.15,37.93
32,32,32,8,16,8,8,2,2,1,0,0,1,1,46.65,46.76,47.14,46.44
32,32,32,8,16,8,8,2,2,1,0,1,0,0,74.52,74.53,74.43,71.91
32,32,32,8,16,8,8,2,2,1,0,1,0,1,56.15,56.12,56.13,54.23
32,32,32,8,16,8,8,2,2,1,0,1,1,0,39.62,39.62,39.7,38.36
32,32,32,8,16,8,8,2,2,1,0,1,1,1,45.98,45.97,45.68,44.71
32,32,32,8,16,8,8,2,2,1,1,0,0,0,75.45,74.35,75.6,72.87
32,32,32,8,16,8,8,2,2,1,1,0,0,1,57.34,57.41,57.42,55.35
32,32,32,8,16,8,8,2,2,1,1,0,1,0,38.94,39.05,38.99,37.77
32,32,32,8,16,8,8,2,2,1,1,0,1,1,44.49,45.4,44.38,43.33
32,32,32,8,16,8,8,2,2,1,1,1,0,0,75.36,75.25,75.24,72.68
32,32,32,8,16,8,8,2,2,1,1,1,0,1,56.54,56.65,56.59,54.68
32,32,32,8,16,8,8,2,2,1,1,1,1,0,39.24,39.33,39.17,37.99
32,32,32,8,16,8,8,2,2,1,1,1,1,1,44.26,44.49,44.57,42.93
32,32,32,8,16,8,8,2,2,2,0,0,0,0,50.28,50.07,50.39,48.47
32,32,32,8,16,8,8,2,2,2,0,0,0,1,48.47,48.48,48.54,46.82
32,32,32,8,16,8,8,2,2,2,0,0,1,0,38.08,38.39,38.45,37.42
32,32,32,8,16,8,8,2,2,2,0,0,1,1,38.55,38.33,38.73,37.3
32,32,32,8,16,8,8,2,2,2,0,1,0,0,50.04,50.03,50.06,48.41
32,32,32,8,16,8,8,2,2,2,0,1,0,1,46.2,46.22,46.18,44.65
32,32,32,8,16,8,8,2,2,2,0,1,1,0,35.89,35.95,35.91,34.62
32,32,32,8,16,8,8,2,2,2,0,1,1,1,34.64,34.85,34.84,33.44
32,32,32,8,16,8,8,2,2,2,1,0,0,0,51.07,51.27,51.2,49.55
32,32,32,8,16,8,8,2,2,2,1,0,0,1,44.44,44.45,44.45,44.44
32,32,32,8,16,8,8,2,2,2,1,0,1,0,36.99,37.41,37.27,36.3
32,32,32,8,16,8,8,2,2,2,1,0,1,1,35.46,35.28,36.07,33.95
32,32,32,8,16,8,8,2,2,2,1,1,0,0,51.23,51.35,51.16,49.53
32,32,32,8,16,8,8,2,2,2,1,1,0,1,43.83,43.78,43.85,42.33
32,32,32,8,16,8,8,2,2,2,1,1,1,0,35.76,35.78,35.79,34.53
32,32,32,8,16,8,8,2,2,2,1,1,1,1,34.35,34.22,34.21,33.23
32,32,32,8,16,8,8,2,4,1,0,0,0,0,52.42,52.19,52.32,50.6
32,32,32,8,16,8,8,2,4,1,0,0,0,1,58.96,59.05,58.93,56.97
32,32,32,8,16,8,8,2,4,1,0,0,1,0,39.12,39.08,39.11,37.88
32,32,32,8,16,8,8,2,4,1,0,0,1,1,37.58,37.43,37.24,35.82
32,32,32,8,16,8,8,2,4,1,0,1,0,0,52.26,52.32,52.35,50.58
32,32,32,8,16,8,8,2,4,1,0,1,0,1,54.57,54.49,54.56,52.58
32,32,32,8,16,8,8,2,4,1,0,1,1,0,41.39,41.38,41.43,40.76
32,32,32,8,16,8,8,2,4,1,0,1,1,1,41.97,41.82,41.84,40.34
32,32,32,8,16,8,8,2,4,1,1,0,0,0,52.33,52.26,52.3,50.62
32,32,32,8,16,8,8,2,4,1,1,0,0,1,59.58,59.58,59.64,57.45
32,32,32,8,16,8,8,2,4,1,1,0,1,0,39.02,39.24,38.92,37.98
32,32,32,8,16,8,8,2,4,1,1,0,1,1,37.26,37.28,37.36,35.79
32,32,32,8,16,8,8,2,4,1,1,1,0,0,52.3,52.35,52.29,50.5
32,32,32,8,16,8,8,2,4,1,1,1,0,1,55.47,55.47,55.46,53.44
32,32,32,8,16,8,8,2,4,1,1,1,1,0,41.3,41.63,41.5,40.6
32,32,32,8,16,8,8,2,4,1,1,1,1,1,41.83,41.91,41.91,40.45
32,32,32,8,16,8,8,2,4,2,0,0,0,0,47.89,47.95,47.95,46.33
32,32,32,8,16,8,8,2,4,2,0,0,0,1,49.72,49.71,49.76,47.94
32,32,32,8,16,8,8,2,4,2,0,0,1,0,32.39,32.39,32.4,31.28
32,32,32,8,16,8,8,2,4,2,0,0,1,1,29.64,30.35,29.66,28.39
32,32,32,8,16,8,8,2,4,2,0,1,0,0,47.96,47.86,47.88,46.26
32,32,32,8,16,8,8,2,4,2,0,1,0,1,47.81,47.73,47.73,46.06
32,32,32,8,16,8,8,2,4,2,0,1,1,0,32.42,32.43,32.37,31.35
32,32,32,8,16,8,8,2,4,2,0,1,1,1,30.27,31.37,31.36,30.23
32,32,32,8,16,8,8,2,4,2,1,0,0,0,47.9,47.89,47.87,46.33
32,32,32,8,16,8,8,2,4,2,1,0,0,1,50.04,50.08,50.07,48.3
32,32,32,8,16,8,8,2,4,2,1,0,1,0,32.46,32.38,32.42,31.32
32,32,32,8,16,8,8,2,4,2,1,0,1,1,30.37,29.57,29.41,28.82
32,32,32,8,16,8,8,2,4,2,1,1,0,0,47.95,47.96,47.9,46.27
32,32,32,8,16,8,8,2,4,2,1,1,0,1,47.29,47.28,47.28,45.63
32,32,32,8,16,8,8,2,4,2,1,1,1,0,32.45,32.39,32.41,31.31
32,32,32,8,16,8,8,2,4,2,1,1,1,1,31.22,31.26,31.3,30.28
32,32,32,8,16,8,8,8,1,1,0,0,0,0,76.82,76.76,76.72,73.98
32,32,32,8,16,8,8,8,1,1,0,0,0,1,89.22,89.1,89.21,85.86
32,32,32,8,16,8,8,8,1,1,0,0,1,0,51.21,51.25,51.26,49.45
32,32,32,8,16,8,8,8,1,1,0,0,1,1,68.39,67.41,68.67,66.41
32,32,32,8,16,8,8,8,1,1,0,1,0,0,76.8,76.83,76.75,73.96
32,32,32,8,16,8,8,8,1,1,0,1,0,1,78.87,78.91,78.85,76.02
32,32,32,8,16,8,8,8,1,1,0,1,1,0,50.85,50.82,50.8,49.04
32,32,32,8,16,8,8,8,1,1,0,1,1,1,59.78,59.79,59.96,57.48
32,32,32,8,16,8,8,8,1,1,1,0,0,0,72.63,72.56,72.71,70.36
32,32,32,8,16,8,8,8,1,1,1,0,0,1,67.71,67.8,67.88,65.51
32,32,32,8,16,8,8,8,1,1,1,0,1,0,56.1,56.14,56.07,54.13
32,32,32,8,16,8,8,8,1,1,1,0,1,1,62.75,62.71,62.61,60.62
32,32,32,8,16,8,8,8,1,1,1,1,0,0,74.79,74.68,74.7,72.16
32,32,32,8,16,8,8,8,1,1,1,1,0,1,70.09,70.07,69.92,67.7
32,32,32,8,16,8,8,8,1,1,1,1,1,0,54.1,54.06,54.14,52.27
32,32,32,8,16,8,8,8,1,1,1,1,1,1,59.48,59.32,59.4,57.35
32,32,32,8,16,8,8,8,1,2,0,0,0,0,72.35,72.4,72.47,69.7
32,32,32,8,16,8,8,8,1,2,0,0,0,1,79.54,79.5,79.6,76.61
32,32,32,8,16,8,8,8,1,2,0,0,1,0,47.08,47.11,47.1,45.46
32,32,32,8,16,8,8,8,1,2,0,0,1,1,51.15,51.42,51.13,49.64
32,32,32,8,16,8,8,8,1,2,0,1,0,0,72.4,72.37,72.4,69.7
32,32,32,8,16,8,8,8,1,2,0,1,0,1,75.39,75.4,75.34,72.62
32,32,32,8,16,8,8,8,1,2,0,1,1,0,46.83,46.9,46.88,45.25
32,32,32,8,16,8,8,8,1,2,0,1,1,1,49.31,49.24,49.79,47.25
32,32,32,8,16,8,8,8,1,2,1,0,0,0,64.39,64.33,64.16,62.13
32,32,32,8,16,8,8,8,1,2,1,0,0,1,58.06,58.08,58.09,56.32
32,32,32,8,16,8,8,8,1,2,1,0,1,0,52.38,52.41,52.34,50.53
32,32,32,8,16,8,8,8,1,2,1,0,1,1,51.82,52.21,52.66,50.7
32,32,32,8,16,8,8,8,1,2,1,1,0,0,64.28,63.99,64.31,62.2
32,32,32,8,16,8,8,8,1,2,1,1,0,1,58.05,58.16,58.23,56.4
32,32,32,8,16,8,8,8,1,2,1,1,1,0,51.42,51.26,51.31,49.52
32,32,32,8,16,8,8,8,1,2,1,1,1,1,48.57,48.65,48.58,46.99
32,32,32,8,16,8,8,8,2,1,0,0,0,0,56.54,56.59,56.51,54.56
32,32,32,8,16,8,8,8,2,1,0,0,0,1,61.46,61.44,61.42,59.3
32,32,32,8,16,8,8,8,2,1,0,0,1,0,39.85,39.88,39.81,38.48
32,32,32,8,16,8,8,8,2,1,0,0,1,1,44.95,45.04,44.87,43.25
32,32,32,8,16,8,8,8,2,1,0,1,0,0,57.56,57.61,57.6,55.7
32,32,32,8,16,8,8,8,2,1,0,1,0,1,56.93,56.95,56.9,54.89
32,32,32,8,16,8,8,8,2,1,0,1,1,0,39.16,39.2,39.19,37.9
32,32,32,8,16,8,8,8,2,1,0,1,1,1,45.36,45.8,45.93,44.44
32,32,32,8,16,8,8,8,2,1,1,0,0,0,57.2,57.21,57.17,55.3
32,32,32,8,16,8,8,8,2,1,1,0,0,1,57.41,57.37,57.34,55.43
32,32,32,8,16,8,8,8,2,1,1,0,1,0,39.29,39.44,39.33,38.1
32,32,32,8,16,8,8,8,2,1,1,0,1,1,42.21,41.56,41.68,40.63
32,32,32,8,16,8,8,8,2,1,1,1,0,0,57.32,57.34,57.36,55.32
32,32,32,8,16,8,8,8,2,1,1,1,0,1,56.59,56.5,56.62,54.64
32,32,32,8,16,8,8,8,2,1,1,1,1,0,38.72,38.91,38.76,37.52
32,32,32,8,16,8,8,8,2,1,1,1,1,1,44.14,44.4,44.57,43.09
32,32,32,8,16,8,8,8,2,2,0,0,0,0,47.68,49.2,47.65,46.17
32,32,32,8,16,8,8,8,2,2,0,0,0,1,47.85,47.88,47.91,47.91
32,32,32,8,16,8,8,8,2,2,0,0,1,0,38.26,38.36,38.41,38.23
32,32,32,8,16,8,8,8,2,2,0,0,1,1,38.48,38.34,38.43,38.04
32,32,32,8,16,8,8,8,2,2,0,1,0,0,47.72,47.66,47.67,47.68
32,32,32,8,16,8,8,8,2,2,0,1,0,1,45.14,45.1,45.07,45.11
32,32,32,8,16,8,8,8,2,2,0,1,1,0,37.67,37.82,37.59,37.68
32,32,32,8,16,8,8,8,2,2,0,1,1,1,34.49,34.69,34.69,34.71
32,32,32,8,16,8,8,8,2,2,1,0,0,0,48.49,48.49,48.5,48.45
32,32,32,8,16,8,8,8,2,2,1,0,0,1,44.92,44.92,44.89,44.9
32,32,32,8,16,8,8,8,2,2,1,0,1,0,37.28,37.15,37.04,37.11
32,32,32,8,16,8,8,8,2,2,1,0,1,1,35.44,35.29,35.73,36.12
32,32,32,8,16,8,8,8,2,2,1,1,0,0,48.38,48.41,48.4,48.42
32,32,32,8,16,8,8,8,2,2,1,1,0,1,44.3,44.38,44.32,44.33
32,32,32,8,16,8,8,8,2,2,1,1,1,0,37.11,36.91,37.32,37.14
32,32,32,8,16,8,8,8,2,2,1,1,1,1,34.22,34.33,34.29,34.25
32,32,32,8,16,8,8,8,4,1,0,0,0,0,50.09,50.22,51.63,50.07
32,32,32,8,16,8,8,8,4,1,0,0,0,1,59.03,59.04,59.06,59.22
32,32,32,8,16,8,8,8,4,1,0,0,1,0,36.28,36.36,36.4,36.38
32,32,32,8,16,8,8,8,4,1,0,0,1,1,37.27,37.04,37.19,37.2
32,32,32,8,16,8,8,8,4,1,0,1,0,0,50.91,51.08,51.1,51.09
32,32,32,8,16,8,8,8,4,1,0,1,0,1,54.77,54.76,54.86,54.79
32,32,32,8,16,8,8,8,4,1,0,1,1,0,41.49,41.63,41.51,41.44
32,32,32,8,16,8,8,8,4,1,0,1,1,1,41.89,41.97,41.89,41.81
32,32,32,8,16,8,8,8,4,1,1,0,0,0,50.15,50.1,50.16,50.05
32,32,32,8,16,8,8,8,4,1,1,0,0,1,59.55,59.6,59.59,59.5
32,32,32,8,16,8,8,8,4,1,1,0,1,0,36.31,36.3,36.37,36.38
32,32,32,8,16,8,8,8,4,1,1,0,1,1,37.35,37.33,37.46,37.01
32,32,32,8,16,8,8,8,4,1,1,1,0,0,50.89,50.98,50.99,50.94
32,32,32,8,16,8,8,8,4,1,1,1,0,1,55.74,55.9,55.8,55.8
32,32,32,8,16,8,8,8,4,1,1,1,1,0,41.45,41.48,41.5,41.4
32,32,32,8,16,8,8,8,4,1,1,1,1,1,41.83,41.89,41.83,42.01
32,32,32,8,16,8,8,8,4,2,0,0,0,0,46.18,46.22,46.17,46.16
32,32,32,8,16,8,8,8,4,2,0,0,0,1,50.47,50.44,50.42,50.46
32,32,32,8,16,8,8,8,4,2,0,0,1,0,32.45,32.47,32.46,32.43
32,32,32,8,16,8,8,8,4,2,0,0,1,1,29.78,30.41,29.6,29.9
32,32,32,8,16,8,8,8,4,2,0,1,0,0,46.19,46.17,46.14,46.16
32,32,32,8,16,8,8,8,4,2,0,1,0,1,47.99,48.04,47.98,47.97
32,32,32,8,16,8,8,8,4,2,0,1,1,0,32.74,32.78,32.71,32.84
32,32,32,8,16,8,8,8,4,2,0,1,1,1,31.29,31.27,31.38,31.29
32,32,32,8,16,8,8,8,4,2,1,0,0,0,46.17,46.19,46.2,46.2
32,32,32,8,16,8,8,8,4,2,1,0,0,1,50.15,50.2,50.19,50.2
32,32,32,8,16,8,8,8,4,2,1,0,1,0,32.4,32.43,32.43,32.45
32,32,32,8,16,8,8,8,4,2,1,0,1,1,29.97,29.77,30.01,29.8
32,32,32,8,16,8,8,8,4,2,1,1,0,0,46.19,46.24,46.13,46.21
32,32,32,8,16,8,8,8,4,2,1,1,0,1,48.2,48.22,49.75,48.24
32,32,32,8,16,8,8,8,4,2,1,1,1,0,32.77,32.78,32.76,32.73
32,32,32,8,16,8,8,8,4,2,1,1,1,1,31.2,31.29,31.27,31.28
32,32,32,8,16,8,16,2,1,1,0,0,0,0,76.65,76.4,76.65,76.35
32,32,32,8,16,8,16,2,1,1,0,0,0,1,79.64,77.69,79.64,77.61
32,32,32,8,16,8,16,2,1,1,0,0,1,0,50.63,49.38,50.57,49.41
32,32,32,8,16,8,16,2,1,1,0,0,1,1,58.18,56.37,57.97,56.95
32,32,32,8,16,8,16,2,1,1,0,1,0,0,77.19,75.29,77.29,75.36
32,32,32,8,16,8,16,2,1,1,0,1,0,1,75.44,73.48,75.32,73.56
32,32,32,8,16,8,16,2,1,1,0,1,1,0,50.2,49.01,50.24,49.02
32,32,32,8,16,8,16,2,1,1,0,1,1,1,54.82,53.95,54.79,53.71
32,32,32,8,16,8,16,2,1,1,1,0,0,0,75.13,73.21,75.26,73.28
32,32,32,8,16,8,16,2,1,1,1,0,0,1,60.84,57.79,60.79,58.25
32,32,32,8,16,8,16,2,1,1,1,0,1,0,54.65,52.25,54.56,52.17
32,32,32,8,16,8,16,2,1,1,1,0,1,1,55.35,53.09,55.66,52.8
32,32,32,8,16,8,16,2,1,1,1,1,0,0,76.12,73.73,77.15,73.51
32,32,32,8,16,8,16,2,1,1,1,1,0,1,58.95,58.37,60.96,58.36
32,32,32,8,16,8,16,2,1,1,1,1,1,0,53.81,53.13,55.85,53.24
32,32,32,8,16,8,16,2,1,1,1,1,1,1,50.54,50.05,52.32,50
32,32,32,8,16,8,16,2,1,2,0,0,0,0,69.62,68.79,72.31,68.89
32,32,32,8,16,8,16,2,1,2,0,0,0,1,71.27,70.54,74.08,70.44
32,32,32,8,16,8,16,2,1,2,0,0,1,0,45.13,44.6,46.88,44.64
32,32,32,8,16,8,16,2,1,2,0,0,1,1,44.81,44.84,46.52,44.07
32,32,32,8,16,8,16,2,1,2,0,1,0,0,69.54,68.79,72.32,68.77
32,32,32,8,16,8,16,2,1,2,0,1,0,1,68.83,70.45,74.01,70.52
32,32,32,8,16,8,16,2,1,2,0,1,1,0,43.24,44.26,46.51,44.27
32,32,32,8,16,8,16,2,1,2,0,1,1,1,45.15,44.03,46.85,44.64
32,32,32,8,16,8,16,2,1,2,1,0,0,0,60.91,62.14,65.43,62.38
32,32,32,8,16,8,16,2,1,2,1,0,0,1,52.79,53.75,55.97,53.78
32,32,32,8,16,8,16,2,1,2,1,0,1,0,46.53,47.69,49.96,47.63
32,32,32,8,16,8,16,2,1,2,1,0,1,1,43.26,44.21,46.23,44
32,32,32,8,16,8,16,2,1,2,1,1,0,0,61.09,62.41,65.26,62.52
32,32,32,8,16,8,16,2,1,2,1,1,0,1,52.6,53.77,55.93,53.69
32,32,32,8,16,8,16,2,1,2,1,1,1,0,47.74,48.72,51.14,48.76
32,32,32,8,16,8,16,2,1,2,1,1,1,1,43.18,44.26,46.17,43.94
32,32,32,8,16,8,16,2,2,1,0,0,0,0,68.61,70.04,73.61,69.84
32,32,32,8,16,8,16,2,2,1,0,0,0,1,48.64,49.82,52.15,49.82
32,32,32,8,16,8,16,2,2,1,0,0,1,0,36.7,37.53,39.16,37.56
32,32,32,8,16,8,16,2,2,1,0,0,1,1,35.58,36.48,37.69,36.71
32,32,32,8,16,8,16,2,2,1,0,1,0,0,69.53,70.97,74.3,71.04
32,32,32,8,16,8,16,2,2,1,0,1,0,1,46.89,47.96,49.06,47.99
32,32,32,8,16,8,16,2,2,1,0,1,1,0,37.1,37.94,38.85,37.92
32,32,32,8,16,8,16,2,2,1,0,1,1,1,37.94,38.77,39.28,38.83
32,32,32,8,16,8,16,2,2,1,1,0,0,0,70.4,71.92,73.56,71.96
32,32,32,8,16,8,16,2,2,1,1,0,0,1,48.37,49.43,50.53,49.45
32,32,32,8,16,8,16,2,2,1,1,0,1,0,36.49,37.41,38.1,37.39
32,32,32,8,16,8,16,2,2,1,1,0,1,1,33.6,34.1,34.97,34.79
32,32,32,8,16,8,16,2,2,1,1,1,0,0,70.33,71.53,73.69,71.85
32,32,32,8,16,8,16,2,2,1,1,1,0,1,47.84,47.81,49.93,47.81
32,32,32,8,16,8,16,2,2,1,1,1,1,0,36.94,37.09,38.58,37.03
32,32,32,8,16,8,16,2,2,1,1,1,1,1,36.49,36.45,38.18,36.57
32,32,32,8,16,8,16,2,2,2,0,0,0,0,47.4,47.91,49.27,47.11
32,32,32,8,16,8,16,2,2,2,0,0,0,1,40.95,41,42.74,40.98
32,32,32,8,16,8,16,2,2,2,0,0,1,0,36.5,36.69,37.7,36.7
32,32,32,8,16,8,16,2,2,2,0,0,1,1,29.3,29.55,30.64,29.38
32,32,32,8,16,8,16,2,2,2,0,1,0,0,47.42,47.47,48.92,47.11
32,32,32,8,16,8,16,2,2,2,0,1,0,1,40.97,40.98,42.75,40.96
32,32,32,8,16,8,16,2,2,2,0,1,1,0,33.55,33.56,35.02,33.52
32,32,32,8,16,8,16,2,2,2,0,1,1,1,29.31,29.46,30.74,29.55
32,32,32,8,16,8,16,2,2,2,1,0,0,0,48.33,48.38,50.15,48.31
32,32,32,8,16,8,16,2,2,2,1,0,0,1,40.88,40.86,42.49,40.87
